analysis,created_time,favorite_count,full_text,polarity,retweet_count,tweet_id,user_id,username
positive,2021-05-04 19:47:54,0,check out their study Are you a UArizona student aged 18 26 years Join the COVID vaccine study and help us find out if the vaccine can stop COVID 19 from spreading Learn more about how to enroll here,0.2,0,1389728521715691521,1341063222552498176,FluCovid
negative,2021-05-04 17:59:31,0,As Big Pharma Fights Off Patent Waiver Pfizer Reports Hundreds of Millions in Profits From Covid Vaccine Common Dreams News,-0.15,0,1389701248077635585,322354051,klkolz
positive,2021-05-04 12:23:28,1,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine The company reiterated its previous prediction that its profit margins on the vaccine would be in the high 20 range That s 900 million in pretax vaccine profits in the first quarter,0.0811111111,1,1389616678749630464,68066777,hborrud
positive,2021-04-28 12:18:19,0,UK orders 60m more doses of Pfizer Covid vaccine for booster jabs,0.5,0,1387441053763047424,58256324,DebsF319
neutral,2021-05-04 19:27:10,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,0.0,0,1389723303825264640,275219328,DaynaLiffey
positive,2021-05-01 15:05:38,1,Yes it is quite a wait Canada has no domestic covid vaccine production so we re dependent on supplies from the US Moderna and Europe Pfizer Most of our Astrazenca came from India but it s now in desperate need of what it s able to produce,0.1,0,1388570325491675137,3004124144,Dunelm2
neutral,2021-04-30 14:27:13,39,BioNTech Pfizer seek approval for COVID vaccine use in adolescents,0.0,12,1388198267587006466,1115874631,CGTNOfficial
positive,2021-04-29 12:12:57,1,Pfizer demanded indemnity against civil lawsuits citizens might file in relation to their Covid vaccine amp asked governments in Argentina amp Brazil to put up military bases amp federal bank reserves as collateral for potential legal costs,0.0333333333,0,1387802091964538881,59296107,MarlonKameka
negative,2021-05-01 08:54:06,0,Brazil Says Russian Covid Vaccine Carried Live Cold Virus NDTV,-0.1545454545,0,1388476823416152066,700856433961623552,bdesai04
positive,2021-05-03 14:09:41,2,The Duke of Sussex Says Covid Vaccine is A Basic Human Right Do you Hear that Trudeau Harry gets Standing Ovation at event Today Mr Trudeau TODAY Waive WTO on COVID DRUGS Bet you d like a standing ovation via,0.0952380952,1,1389281019438710785,286723230,kevinrns
positive,2021-04-30 14:53:44,16,Effective immediately today until 7 30 p m anyone who lives or works in the postal code M9N and is aged 18 or over to show up at Charles Webster School at 1900 Keele St to receive your first dose of COVID vaccine Pfizer No appointments needed First come first served,0.25,6,1388204942360465412,266734397,FaisalHassanNDP
positive,2021-05-04 18:59:16,0,FDA preparing to authorize Pfizer Covid vaccine for 12 to 15 year olds as early as next week,0.05,0,1389716284309397507,70005102,peacefulhart
positive,2021-04-28 12:51:54,0,GallagherAD3 Covid Vaccine IS NOT APPROVED An EUA is not an approval Something mor nefarious Remember the required to move about Seems many Nazi s are still at the helm Best stop this now James I ll take my chances with WILD FIRES over Nazi any day,0.5333333333,0,1387449504157245448,379721847,skywatchr
positive,2021-04-30 19:18:04,0,Pfizer to deliver more COVID vaccines than planned by May CEO says,0.5,0,1388271463317180420,1129062072862437377,GenBioUSA
positive,2021-05-04 12:07:14,0,Pfizer earned 3 5 billion on COVID vaccine in first quarter covid19 tech,0.25,0,1389612590943260674,249532641,sequencecentral
neutral,2021-05-04 14:27:30,1,Johnson amp Johnson J amp J COVID vaccine,0.0,3,1389647893926014982,4741832473,daisan26
positive,2021-05-03 18:25:04,0,Younger people report more side effects from the COVID vaccine Here s why,0.25,0,1389345289274757121,935312739420979200,debrablosser
positive,2021-05-04 14:09:54,1,CNBC Pfizer scientist expects elderly people with underlying conditions to be first to get Covid vaccine booster shots via,0.25,1,1389643464250466304,17598567,Zrimmy
negative,2021-05-04 18:36:29,0,Main reason for hesitancy to take Covid vaccine from average Americans is they assume ALL risk If something goes wrong you can t sue Moderna Pfizer And without FDA approval government isn t accountable either Therefore the patient citizen assumes ALL risk,-0.1611111111,0,1389710552079863810,1294037269326618624,GoRepub
neutral,2021-04-29 15:27:39,2,I am sitting in the waiting room waiting to get my second dose of the Moderna COVID vaccine In two weeks I ll be fully immunized,0.0,0,1387851091396599809,902284138031353857,realtalkremy
positive,2021-05-04 19:11:46,0,Pfizer scientist expects elderly people with underlying conditions to be first to get Covid vaccine booster shots,0.25,0,1389719428569260039,924708494930046976,LocalBusPod
positive,2021-05-04 16:33:00,0,The FDA is expected to approve Pfizer s COVID vaccine for ages 12 and older by next week Here s what we know about the initial plan to start vaccinations for kids,0.0166666667,0,1389679474959175686,9544952,fox43
neutral,2021-05-02 19:54:38,0,292 appointments at 1st or 2nd Dose Pfizer amp Moderna NERHWC May 24 Oklahoma COVID Vaccine,0.0,0,1389005440172929024,1356104059460202496,VaccineAlertsOk
neutral,2021-05-04 14:32:17,16,Pfizer expects Covid vaccine demand for years,0.0,6,1389649096030425101,621543,bbchealth
neutral,2021-04-28 13:09:20,0,Breaking UK orders extra 60 million doses of Pfizer BioNTech Covid vaccine,0.0,0,1387453894612094987,1244852472037937153,News247WP_break
positive,2021-05-02 17:38:27,1,W H threatens to fire FDA chief unless Pfizer Covid vaccine approved Friday White House chief of staff Mark Meadows told head of the FDA to submit his resignation if the agency doesn t clear Pfizer s vaccine for EUA by day s end,0.05,0,1388971171798978560,1230547643308412930,AndersJonita
positive,2021-05-04 11:56:00,2,NEW YORK Pfizer s COVID vaccine generated 3 5 billion in revenue in the first quarter and boosted full year revenue expectations from 15B to 26B,0.2454545455,1,1389609763869270016,91923745,KolHaolam
positive,2021-05-03 19:41:15,0,Enjoy the amp get your COVID vaccine Details at,0.4,0,1389364462356946949,309128411,miOCDPH
neutral,2021-05-01 07:04:34,0,WHO Lists Moderna Covid Vaccine For Emergency Use NDTV,0.0,0,1388449260937437184,2780443681,FlaShBloGLive
neutral,2021-04-28 12:21:26,0,Covid 19 Vaccine Registration how to Registration Covid Vaccine Vaccine Registration kaise kare,0.0,0,1387441840593440770,2568615350,vishal_support
positive,2021-04-30 15:37:46,0,Just got my first moderna COVID vaccine,0.25,1,1388216024210845700,358487154,candydave123
neutral,2021-04-29 16:02:29,1,Breast fed Baby passes away after being poisoned by Mother who had taken the Pfizer Covid Vaccine Daily Expose,0.0,1,1387859854379954178,2438876897,janette_loftus
neutral,2021-05-01 16:23:46,0,Just received the second dose of the COVID vaccine So now I m all vaccinated I got the Pfizer vaccine,0.0,0,1388589989232103424,1105506157685366785,RobertLWeaverM1
positive,2021-05-01 05:18:15,34,The Centre has so far provided over 16 37 crore Covid vaccine doses to States and Union Territories free of cost and another 17 lakh doses will be received by them in the next 3 days,0.1666666667,6,1388422506470539266,36327407,htTweets
negative,2021-05-04 19:47:58,2,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine Pfizer should be congratulated for winning the douchenozzle business of the year award Makin billions off a humanitarian crisis is tRumpian except for tRump is too stupid to create a profit,-0.15,0,1389728540191567880,55762356,MOJOCHEFJEFF
neutral,2021-05-01 14:51:36,0,2nd dose Moderna Covid vaccine 24 hours no side effects at all GetVaccinated Moderna,0.0,0,1388566793560596480,1242168507476971522,theMSkelton
neutral,2021-04-29 17:58:50,0,According to American Society of Gene Cell Therapy the Moderna and Pfizer Covid vaccines are gene therapy,0.0,0,1387889136770637824,1102648533138722816,DecentralisedS
positive,2021-05-02 09:32:17,0,Pfizer s Covid vaccine is linked to MORE blood clots than AstraZeneca s so why isn t the EU banning it Hypocrisy of European nations revealed as Italy admits decision was POLITICAL Daily mail U K Fit and healthy man 55 dies of massive blood clot in the lungs eight,0.2,0,1388848820990136324,1243526585635962881,mcfarlin1987
negative,2021-05-04 12:02:58,3,COVID vaccine question can anyone point me to the safety effectiveness and cost benefit analyses for the Pfizer vaccine for kids aged 12 15,-0.1,1,1389611517868453888,17464397,patentlyo
neutral,2021-05-04 14:00:30,0,Pfizer expects 26 billion in 2021 sales from COVID vaccine via,0.0,0,1389641096536408071,1157739708,Derekklingel
neutral,2021-04-28 18:00:30,0,55 of U S adults have gotten a COVID vaccine See how your state is doing ASEA ASEAinItaly,0.0,0,1387527168520036354,53381415,naterwilson
positive,2021-05-02 18:35:11,5,65 or Older There s GOOD NEWS About Pfizer Moderna COVID Vaccine Effectiveness A Doctor Explains,0.4333333333,0,1388985447951519753,513711985,DrJenCaudle
positive,2021-05-02 19:14:07,0,Newark Urgent Care COVID Vaccine Appointments Update netde E Main St Newark Moderna Tues May 4 Wed May 5,0.1666666667,0,1388995246479093761,1216531677603860480,CaffeinatedI
positive,2021-05-04 13:19:57,0,Pfizer advancing the science doesn t change the responsibilities of world leaders to develop fair health parity policies for things like Covid vaccine,0.7,0,1389630892847419392,1149787076,ericamflynn
positive,2021-05-04 12:03:53,0,Just received my first dose of Moderna covid vaccine and I honestly don t know what to feel,0.425,0,1389611748387217410,3755917332,mirandamgarciaa
positive,2021-05-04 11:38:39,0,Pfizer plans to file for full FDA approval of Covid vaccine at the end of this month,0.35,0,1389605397619642370,789582770955702272,jlwoods0241
positive,2021-05-01 08:47:14,3,This is hilarious from My dog ate my COVID vaccine card no really That was just the start of my ordeal,0.2,1,1388475098991054848,23645217,J_Schneider
positive,2021-05-03 13:56:32,0,Better than shingles for sure Wife and I both got the two part Shingrix vaccine this year First shot meh Second shot produced strong reaction in both of us wife more than me But we survived Also this year tetanus pneumonia and Pfizer Covid vaccines I m a pin cushion,0.3638888889,0,1389277712083161093,2757657162,corkiesdad
positive,2021-05-01 10:55:15,17,Blessed to be in a country that I have such easy access to the Covid vaccine as I know others don t I m now fully vaccinated with the Pfizer vaccine My experience was 1st dose shot felt like a bee sting 12 hrs later low fever 99 9 took Tylenol The,0.1083333333,0,1388507313087070210,309080821,WallaceEventing
positive,2021-04-28 16:08:13,0,If you have a protein C antigen deficiency should you get the pfizer covid vaccine is it safe,0.5,0,1387498911011586048,931166467,MargieCammarano
neutral,2021-04-30 11:17:34,1,BREAKING Nigeria Approves Pfizer Covid Vaccine,0.0,3,1388150542396903424,1965236834,TheTrentOnline
positive,2021-04-29 13:43:12,1,Life Sciences love the double speak Death and Covid Vaccine damage reported here,0.25,0,1387824805567684611,2351513526,DamienMearns
neutral,2021-05-03 17:48:28,0,Denmark Ditches J amp J COVID Vaccine Says Benefits Do Not Outweigh Risk of Blood Clots Children s Health Defense,0.0,0,1389336078788743168,16509554,jemandus
positive,2021-05-03 18:08:26,2,In that case Pfizer will no longer insist on legal indemnity WRT the COVID vaccine,0.2,1,1389341104886231044,1171821130749042689,leeoncemore
neutral,2021-05-01 06:27:57,0,Google Doodle Encourages People to Get Vaccinated Amid COVID 19 Surge Tech coronavirus COVID covid 19 vaccination drive COVID vaccine covid 19 COVID 19 vaccine Google google doodle covid 19 vaccine awareness encourage mask wearing google doodle M,0.0,0,1388440046349524992,1282969641464160257,OfficialNewsDNA
negative,2021-04-28 13:32:54,0,Indiana is well below national average for administered COVID vaccine doses Any theories why that is other than a skeletal state health system,-0.1375,0,1387459822489067523,955905469,CheeseLouise55
neutral,2021-04-28 12:54:13,4,TeamRPUafo BreakingNews trabn UK orders extra 60 million doses of Pfizer BioNTech Covid vaccine as government puts plan in place for booster programme in the autumn,0.0,0,1387450091087278085,735664753,rpuAFO
neutral,2021-05-04 19:55:48,0,As Big Pharma Fights Off Patent Waiver Pfizer Reports Hundreds of Millions in Profits From Covid Vaccine,0.0,0,1389730512072290314,32185481,mordimpy
negative,2021-05-03 18:15:00,14,FDA expected to authorize Pfizer s Covid vaccine for teens ages 12 15 by next WEEK,-0.05,2,1389342755181170688,380285402,DailyMail
positive,2021-05-03 19:52:55,0,JUST IN FDA expected to OK Pfizer s COVID vaccine for teens by early next week,0.125,0,1389367397929345029,16760131,wcbs880
positive,2021-05-04 15:25:03,0,The FDA is expected to authorize Pfizer s COVID vaccine for administration to adolescents as young as 12 by early next week The CDC will also have to approve it before most providers can start administering it to young people COVIDinthenews,0.1166666667,0,1389662373909250053,1168883230310899712,GetZedic
neutral,2021-05-04 13:38:24,2,10 Million Kids Could Get Pfizer COVID Vaccine by Fall Children s Health Defense,0.0,1,1389635534293721090,55260264,DJSiri
positive,2021-05-01 10:14:15,4,It is done I am become 5G beacon destroyer of worlds Covid vaccine is received Ended up getting the J amp J vaccine because this place only gives the Moderna on certain days Hopefully the side effects aren t too severe,0.1071428571,0,1388496994402975745,1275139048999464967,DiggleWrath
